"","grid_id","mean"
"1",29,0.327296173530282
"2",43,0.727991101652965
"3",68,0.379194363501516
"4",77,0.50632580503328
"5",78,0.594922480835249
"6",88,0.457418488637423
"7",404,0.0682574320159687
"8",532,0.338488507629545
"9",550,0.67377082030989
"10",607,0.602910892362158
"11",608,0.574003606967694
"12",777,0.412431268067086
"13",779,0.407457810251234
"14",836,0.412385513129205
"15",855,0.709386033311882
"16",935,0.620442406021272
"17",936,0.733025699630409
"18",993,0.112230119618305
"19",1019,0.752421109452276
"20",1020,0.6976071827898
"21",1021,0.66248795755511
"22",1080,0.0939908406627272
"23",1106,0.761170189410714
"24",1195,0.879582054937504
"25",1217,0.306676687929026
"26",1286,0.682618541811333
"27",1291,0.382664181437763
"28",1325,0.564287798402344
"29",1408,0.350368756113815
"30",1414,0.604763859411656
"31",1529,0.518239582136419
"32",1561,0.46955952151378
"33",1591,0.722132990769367
"34",1597,0.350294664247791
"35",1605,0.627110259078432
"36",1656,0.422021119327948
"37",1796,0.777815841600786
"38",1800,0.495580626916829
"39",1898,0.485710436276943
"40",1899,0.563365693521143
"41",1936,0.384191365948869
"42",1996,0.540229766338079
"43",2001,0.642662846334235
"44",2088,0.731706654362775
"45",2090,0.568091748996913
"46",2093,0.675572306390173
"47",2094,0.8685290941042
"48",2095,0.740133048775186
"49",2135,0.572510863588412
"50",2144,0.241262044179391
"51",2199,0.919191916830436
"52",2200,0.807532147261293
"53",2201,0.735184167586233
"54",2256,0.368150596226111
"55",2305,0.687618786787946
"56",2306,0.816806427929809
"57",2307,0.766855982597734
"58",2308,0.797559927171212
"59",2309,0.766414936728964
"60",2310,0.780681030711885
"61",2311,0.780953629301443
"62",2312,0.709555834543479
"63",2416,0.64096725614119
"64",2417,0.725974683567408
"65",2418,0.804958368714518
"66",2419,0.770867308289997
"67",2420,0.817722332034667
"68",2525,0.648436977188566
"69",2526,0.748751333595817
"70",2527,0.770422524067273
"71",2529,0.780388752811715
"72",2598,0.391324778042996
"73",2635,0.783149160343527
"74",2689,0.116689706830776
"75",2742,0.734246010779401
"76",2743,0.738785837210099
"77",2744,0.688622393324854
"78",2745,0.674416150297704
"79",2748,0.834654561327755
"80",2762,0.530089928363314
"81",2766,0.318238805355684
"82",2800,0.10404659044485
"83",2821,0.604530502220929
"84",2853,0.694884563782003
"85",2854,0.766592205746051
"86",2855,0.779125081023914
"87",2860,0.770962352080518
"88",2861,0.742884483345496
"89",2871,0.649579004678301
"90",2872,0.686245335525695
"91",2873,0.627982539579676
"92",2930,0.523612674219046
"93",2960,0.736324966296114
"94",2964,0.801005554040625
"95",2968,0.762831633292248
"96",2969,0.762920249500957
"97",2979,0.472616604212883
"98",2981,0.713757549507482
"99",3056,0.495836513228836
"100",3064,0.683558822156399
"101",3065,0.402059472127197
"102",3070,0.594714976236405
"103",3078,0.74493595087987
"104",3141,0.442892124781599
"105",3143,0.458083080908257
"106",3144,0.429013564855252
"107",3162,0.615599473561841
"108",3163,0.673987398854055
"109",3176,0.61601248878803
"110",3183,0.637158111755289
"111",3241,0.335814062637236
"112",3242,0.37862455318272
"113",3260,0.590958971403746
"114",3334,0.362397166497817
"115",3348,0.297177566057938
"116",3436,0.244745894827182
"117",3465,0.455312453943389
"118",3529,0.486806205502121
"119",3667,0.373398211070195
"120",3676,0.624194920163794
"121",3702,0.5359637300603
"122",3706,0.482071955255881
"123",3725,0.62809918372909
"124",3730,0.535969383519594
"125",3828,0.750885538376587
"126",3881,0.479023145291017
"127",4011,0.386683127460384
"128",4042,0.190120338210005
"129",4085,0.445648944118749
"130",4163,0.374759747734901
"131",4214,0.37821800558211
"132",4215,0.392984644047583
"133",4270,0.464356329224958
"134",4356,0.15566990695022
"135",4413,0.441353114526642
"136",4418,0.658097842859987
"137",4472,0.432866821579719
"138",4501,0.370418241550577
"139",4604,0.162007477706995
"140",4608,0.390606919049846
"141",4620,0.478207465890467
"142",4624,0.370034989616917
"143",4719,0.232478144458543
"144",4731,0.64384148529055
"145",4789,0.524592292421879
"146",4836,0.515143985999404
"147",4893,0.561414563588147
"148",4894,0.746540823325517
"149",4895,0.808240711873483
"150",4992,0.446897325186438
"151",4997,0.707097254290852
"152",5024,0.350048155861701
"153",5051,0.64343757452325
"154",5098,0.62728153958627
"155",5099,0.678648944780837
"156",5100,0.607061281989256
"157",5104,0.421224608420558
"158",5188,0.429108046392012
"159",5199,0.517888216926844
"160",5200,0.633051897797171
"161",5201,0.569196201594847
"162",5252,0.807856199622123
"163",5327,0.457559623383418
"164",5352,0.64419520700728
"165",5403,0.456082032810739
"166",5430,0.1721108363106
"167",5431,0.109776061826313
"168",5454,0.584776461847367
"169",5505,0.487828553132809
"170",5557,0.519808650700924
"171",5565,0.64318924991025
"172",5654,0.282103985680688
"173",5765,0.388738934265063
"174",5788,0.450461944655158
"175",5955,0.0669478860330289
"176",5977,0.503682266593992
"177",5979,0.164500898762258
"178",6012,0.612825556845338
"179",6078,0.44452130616538
"180",6086,0.289823473170553
"181",6087,0.579898527529394
"182",6090,0.303307476731465
"183",6095,0.294597403691696
"184",6149,0.210629469894926
"185",6192,0.0670559732167935
"186",6193,0.0878495161321625
"187",6195,0.161303563149946
"188",6196,0.35633460926824
"189",6201,0.523220486350194
"190",6300,0.0723489924009037
"191",6304,0.115357475491991
"192",6341,0.692501086206346
"193",6399,0.302926323853663
"194",6405,0.325984334791427
"195",6411,0.0777336330700159
"196",6416,0.603736095701798
"197",6417,0.588651653946656
"198",6442,0.508795457889602
"199",6447,0.665817537633205
"200",6460,0.239786981140353
"201",6492,0.473098745723437
"202",6509,0.413515584105865
"203",6512,0.217043155516209
"204",6513,0.388303004476783
"205",6522,0.544794864147251
"206",6554,0.781697162717942
"207",6600,0.455420967633377
"208",6605,0.00601569971074701
"209",6606,0.00807016639866738
"210",6611,0.00158064378801614
"211",6614,0.0759307069200127
"212",6619,0.466278522587819
"213",6621,0.542839010300643
"214",6627,0.358362952680852
"215",6628,0.576152899527988
"216",6629,0.641592405105689
"217",6630,0.501628641799104
"218",6634,0.316336120095633
"219",6713,0.0235817918494959
"220",6714,0.00730956656254953
"221",6716,0.000222681649765707
"222",6717,0.000803420220958178
"223",6718,0.0114388971638776
"224",6720,0.00533905721774412
"225",6725,0.43561863510671
"226",6733,0.488600827104545
"227",6734,0.492461136727091
"228",6735,0.558171466571855
"229",6736,0.467099517763656
"230",6768,0.62225170229897
"231",6771,0.50701684174377
"232",6818,0.255323295023415
"233",6819,0.0903689374399971
"234",6820,0.0340101125539864
"235",6821,0.0521085260637045
"236",6822,0.0179977895554125
"237",6823,0.00309148646210308
"238",6829,0.0254687470883926
"239",6838,0.616412409525336
"240",6839,0.575336731461513
"241",6840,0.55979304566236
"242",6841,0.472995956572033
"243",6842,0.442735103297423
"244",6869,0.54055182153378
"245",6871,0.715122929807495
"246",6872,0.735360399999471
"247",6918,0.767239908674553
"248",6926,0.396099366119951
"249",6927,0.231359372136349
"250",6928,0.023862779583768
"251",6929,0.00121592775428938
"252",6934,0.00987620718318607
"253",6943,0.639524839995918
"254",6944,0.701067266366801
"255",6945,0.602502526135887
"256",6946,0.491460689832075
"257",6979,0.651199509689932
"258",7023,0.73192764744591
"259",7033,0.263915376271323
"260",7035,0.0198089786094357
"261",7047,0.502548818814283
"262",7048,0.567202721985196
"263",7049,0.521966704517
"264",7050,0.454665804115966
"265",7051,0.460477848532137
"266",7053,0.526751549215689
"267",7079,0.704182031716626
"268",7081,0.583856815577931
"269",7084,0.709944153612477
"270",7087,0.504598345594126
"271",7141,0.17866684887677
"272",7142,0.0357597141845669
"273",7143,0.0153001887970389
"274",7153,0.563312944693932
"275",7156,0.223485538540156
"276",7158,0.353541729689056
"277",7184,0.720745349851707
"278",7185,0.578870498711867
"279",7186,0.545913696476498
"280",7229,0.531702966562611
"281",7250,0.396607372680133
"282",7255,0.106678110252949
"283",7262,0.512338705303695
"284",7265,0.135604143975093
"285",7266,0.102950704931687
"286",7293,0.626207065885003
"287",7294,0.540606161312715
"288",7348,0.652498872958753
"289",7349,0.612986629191452
"290",7371,0.404487995584719
"291",7377,0.130685707826507
"292",7378,0.0913349191200099
"293",7401,0.48380271954727
"294",7455,0.60056862123396
"295",7460,0.879793910523388
"296",7461,0.732991110250789
"297",7464,0.435525323230687
"298",7465,0.485759083698599
"299",7489,0.135231811423271
"300",7490,0.113018257076118
"301",7572,0.480990437018644
"302",7573,0.605848221968438
"303",7577,0.681335383606553
"304",7578,0.769326300504027
"305",7579,0.756497500283942
"306",7610,0.171149225996659
"307",7686,0.290948443343233
"308",7715,0.13018640315598
"309",7849,0.353977558511265
"310",7972,0.108108124312428
"311",7980,0.488746134524569
"312",7985,0.494697993040937
"313",8011,0.437488348939368
"314",8052,0.43885551682193
"315",8057,0.476278219889594
"316",8079,0.154721827807509
"317",8091,0.292621768012097
"318",8133,0.375737450237601
"319",8145,0.691668587117375
"320",8320,0.120041833820803
"321",8324,0.15105534649044
"322",8328,0.410283322239917
"323",8377,0.48059427221911
"324",8383,0.671871495977924
"325",8384,0.625913886378177
"326",8387,0.563878119280823
"327",8394,0.244025467735505
"328",8451,0.215596582615325
"329",8499,0.491877256124872
"330",8500,0.402847442213028
"331",8502,0.310333387582179
"332",8504,0.531028282332186
"333",8507,0.557364402596034
"334",8509,0.577187812069022
"335",8520,0.328315961712612
"336",8552,0.458161556762362
"337",8570,0.339754625290295
"338",8573,0.344945353119409
"339",8574,0.44768659814851
"340",8575,0.419103339259475
"341",8576,0.351487126389173
"342",8577,0.346315265200698
"343",8609,0.656466597733965
"344",8624,0.451600843703776
"345",8628,0.611139276725468
"346",8629,0.723765954266638
"347",8630,0.673439166948314
"348",8631,0.593918192926339
"349",8632,0.609838708491849
"350",8633,0.693925405088426
"351",8696,0.215145146388274
"352",8701,0.414946931493674
