system:index,Bioregions,OBJECTID,OBJECTID_1,Shape_Area,Shape_Leng,pop_den_2000,pop_den_2005,pop_den_2010,pop_den_2015,pop_den_2020,grid_id
00000000000000001e90,NA24,126,127,5.87464319123E11,5327422.291,71.13784172763317,76.62504568369074,82.53550265521079,88.90186292727238,95.75929001821804,7825
00000000000000001e91,NA24,126,127,5.87464319123E11,5327422.291,63.17012830482148,68.04274518268369,73.29120743270158,78.94450984462226,85.03388017599548,7826
00000000000000001e92,NA24,126,127,5.87464319123E11,5327422.291,58.92048037224397,63.46530034170406,68.36068372206695,73.63367137365017,79.31338854,7827
00000000000000001e93,NA24,126,127,5.87464319123E11,5327422.291,41.66654430586615,44.88048482288422,48.34233189764334,52.07120857634877,56.08771047,7828
00000000000000001e94,NA24,126,127,5.87464319123E11,5327422.291,55.01560197654346,58.52965065435315,62.29211888607994,66.32146704233163,70.63755901219754,7829
00000000000000001e95,NA24,126,127,5.87464319123E11,5327422.291,25.651620341115116,26.447481957772123,27.26803651665558,28.11404871118375,28.986310153885967,7830
00000000000000001e96,NA24,126,127,5.87464319123E11,5327422.291,24.84627807019571,25.617153836480266,26.41194621262942,27.23139771562459,28.076273696883963,7831
00000000000000001e97,NA24,126,127,5.87464319123E11,5327422.291,44.471849328329334,45.851624413807535,47.274207413090856,48.74092719897397,50.25315298138916,7832
00000000000000001e98,NA24,126,127,5.87464319123E11,5327422.291,20.48280135382411,21.118907628592027,21.77477791700222,22.45102686874159,23.148287260926875,7833
00000000000000001e99,NA24,126,127,5.87464319123E11,5327422.291,16.444152703707733,17.014230905424196,17.604750633058668,18.21647248600103,18.850187029174613,7834
00000000000000001e9a,NA24,126,127,5.87464319123E11,5327422.291,11.650113593438672,12.16634534,12.70571202063158,13.269259282421462,13.858079308409781,7835
00000000000000001e9b,NA24,126,127,5.87464319123E11,5327422.291,8.907146094055244,9.316811754720128,9.745319122223252,10.19353504458736,10.662365423930904,7836
00000000000000001e9c,NA24,126,127,5.87464319123E11,5327422.291,6.041888161339245,6.318956947768212,6.608745259985441,6.911837502901781,7.228844848948384,7837
00000000000000001e9d,NA24,126,127,5.87464319123E11,5327422.291,3.1014487389600154,3.1983032724236744,3.2982866633610306,3.4015045967035604,3.5080663249491137,7838
00000000000000001e9e,NA24,126,127,5.87464319123E11,5327422.291,6.776776823878863,6.972969265161476,7.174841562906899,7.382558347,7.596288518906849,7839
00000000000000001e9f,NA24,126,127,5.87464319123E11,5327422.291,9.484061415734416,9.758631677024567,10.041150838967456,10.331849055850922,10.630963360181752,7840
00000000000000001ea0,NA24,126,127,5.87464319123E11,5327422.291,8.177812422532115,8.365111058012483,8.556934548,8.753397685,8.954618117894015,7841
00000000000000001ea1,NA24,126,127,5.87464319123E11,5327422.291,12.344440793368523,12.68517941887017,13.035490612700219,13.395645800917027,13.765924981647093,7842
00000000000000001ea2,NA24,126,127,5.87464319123E11,5327422.291,14.680731302100089,14.80081768822558,14.923866097442636,15.049961030747687,15.179190305101658,7843
00000000000000001ea3,NA24,126,127,5.87464319123E11,5327422.291,22.85454990530722,22.89312745036094,22.93176988374914,22.970477548775186,23.009250787411403,7844
00000000000000001ea4,NA24,126,127,5.87464319123E11,5327422.291,31.319297190370225,31.372162660285376,31.425117923932913,31.478162240425902,31.531295426839737,7845
00000000000000001ea5,NA24,126,127,5.87464319123E11,5327422.291,85.41536256193392,85.55954044464879,85.70396022791796,85.84862436605034,85.99353249247129,7846
00000000000000001ea6,NA24,126,127,5.87464319123E11,5327422.291,58.45325876402049,58.55192548558626,58.65075766601427,58.749758444633784,58.848925629858144,7847
00000000000000001ea7,NA24,126,127,5.87464319123E11,5327422.291,47.879713388301184,47.957195805160275,48.0348189,48.11258527343874,48.19049487589457,7848
00000000000000001ea8,NA24,126,127,5.87464319123E11,5327422.291,49.604566035689224,49.56114367891966,49.51808535453934,49.475391994570174,49.43306143969705,7849
00000000000000001ea9,NA24,126,127,5.87464319123E11,5327422.291,79.18500803025954,78.91195591703128,78.63984505506879,78.36867137174843,78.09843451961957,7850
00000000000000001eaa,NA24,126,127,5.87464319123E11,5327422.291,85.13905466539426,84.87447187125584,84.61168638285172,84.35071853650888,84.09159208147459,7851
00000000000000001eab,NA24,126,127,5.87464319123E11,5327422.291,14.972909938545456,15.032411524301482,15.095290120665986,15.161651514884023,15.231604444117771,7852
00000000000000001eac,NA24,126,127,5.87464319123E11,5327422.291,10.634250241642906,10.986822067563494,11.351145440586029,11.727612527150951,12.116629237856184,7853
00000000000000001ead,NA24,126,127,5.87464319123E11,5327422.291,1.297640499943562,1.3103057921196064,1.3230946936120278,1.3360084114094486,1.3490481933418368,7854
00000000000000001eae,NA24,126,127,5.87464319123E11,5327422.291,1.6222701775392296,1.6381039165385858,1.6540922229948836,1.6702365981471643,1.6865385304616416,7855
00000000000000001eaf,NA24,126,127,5.87464319123E11,5327422.291,5.611867530917673,5.666640809666796,5.721948554329087,5.777796276272198,5.834188957088441,7856
00000000000000001eb0,NA24,126,127,5.87464319123E11,5327422.291,14.163908434280378,14.400687737826862,14.643281639484803,14.891872287886072,15.146646060898814,7857
00000000000000001eb1,NA24,126,127,5.87464319123E11,5327422.291,82.84117219677492,84.60479305952026,86.41958608770167,88.28726057850126,90.20958113,7858
00000000000000001eb2,NA24,126,127,5.87464319123E11,5327422.291,159.23050771987397,164.87755666571022,170.7252573349441,176.78074242585564,183.0514000194699,7859
00000000000000001eb3,NA24,126,127,5.87464319123E11,5327422.291,220.34941553975693,228.18453430024684,236.29824732729244,244.7004662000756,253.40144992144073,7860
00000000000000001eb4,NA24,126,127,5.87464319123E11,5327422.291,305.2522039958477,316.1062697443769,327.34627375894615,338.9859547,351.03950568119944,7861
00000000000000001eb5,NA24,126,127,5.87464319123E11,5327422.291,164.1210042305758,169.95676993790818,176.0000378727641,182.25819191897554,188.73887111488446,7862
00000000000000001eb6,NA24,126,127,5.87464319123E11,5327422.291,112.94094837005593,116.9589987951758,121.12003483722621,125.42914732937167,129.89160348825843,7863
00000000000000001eb7,NA24,126,127,5.87464319123E11,5327422.291,213.72668622228184,223.95245936173734,234.6751802706621,245.91933288419153,257.7106018793292,7864
00000000000000001eb8,NA24,126,127,5.87464319123E11,5327422.291,186.49871994055388,195.40199985244863,204.7340578930515,214.51571557664485,224.76882560418835,7865
00000000000000001eb9,NA24,126,127,5.87464319123E11,5327422.291,149.48649998590162,156.14987321340055,163.11132266543552,170.38423109326973,177.98259455385553,7866
00000000000000001eba,NA24,126,127,5.87464319123E11,5327422.291,72.37755220056657,75.54357255709522,78.84810660485013,82.29721607163897,85.89722669980536,7867
00000000000000001ebb,NA24,126,127,5.87464319123E11,5327422.291,60.03575372938401,64.49464611,69.40050303508633,74.80793317928891,80.77883748,7868
00000000000000001ebc,NA24,126,127,5.87464319123E11,5327422.291,35.08864084224861,40.00930127,45.62001009603325,52.01753846,59.31222556245378,7869
00000000000000001ebd,NA24,126,127,5.87464319123E11,5327422.291,73.69640361066091,84.03122860364415,95.81535852134155,109.25203725361612,124.57301308560402,7870
00000000000000001ebe,NA24,126,127,5.87464319123E11,5327422.291,114.05236442111199,130.04651323881552,148.2836052833632,169.0781774903847,192.7888774046497,7871
00000000000000001ebf,NA24,126,127,5.87464319123E11,5327422.291,153.9157396829626,175.50013618260655,200.11142088898805,228.17407304685216,260.1720940413092,7872
00000000000000001ec0,NA24,126,127,5.87464319123E11,5327422.291,67.89432833,77.41549813698897,88.27187054420871,100.65068684280342,114.7654512668008,7873
00000000000000001ec1,NA24,126,127,5.87464319123E11,5327422.291,37.859168826541705,42.77555108570173,48.36941584430919,54.73540586874545,61.98142492669674,7874
00000000000000001ec2,NA24,126,127,5.87464319123E11,5327422.291,35.57495765855901,36.658739171258674,37.775537990735074,38.92635965456489,40.112240715730586,7875
00000000000000001ec3,NA24,126,127,5.87464319123E11,5327422.291,50.083394409226244,51.60917092297115,53.18143128075735,54.80158901426769,56.47110513552073,7876
00000000000000001ec4,NA24,126,127,5.87464319123E11,5327422.291,25.303506176763786,26.074371012472465,26.868719711480836,27.687268234591286,28.53075353584586,7877
00000000000000001ec5,NA24,126,127,5.87464319123E11,5327422.291,107.40287512024328,110.67487678656461,114.04655733592699,117.52095483529205,121.10119736202196,7878
00000000000000001ec6,NA24,126,127,5.87464319123E11,5327422.291,263.92334453622533,271.9637044624854,280.24900287373083,288.78671455092325,297.5845253074136,7879
00000000000000001ec7,NA24,126,127,5.87464319123E11,5327422.291,248.20076991814946,255.76282808870505,263.55530396073516,271.58520318922837,279.8597789840154,7880
00000000000000001ec8,NA24,126,127,5.87464319123E11,5327422.291,41.73191654868685,43.00346847648705,44.313768540003764,45.66399674418016,47.05537132127431,7881
00000000000000001ec9,NA24,126,127,5.87464319123E11,5327422.291,91.68747335053946,95.18997518,98.83587477384745,102.63143804199298,106.58322085083711,7882
00000000000000001eca,NA24,126,127,5.87464319123E11,5327422.291,133.60054046231866,140.51213226556195,147.78129067368172,155.4265144,163.4672582167404,7883
00000000000000001ecb,NA24,126,127,5.87464319123E11,5327422.291,65.02529921025591,68.38941185636415,71.92756831709683,75.64877208834477,79.56249406,7884
00000000000000001ecc,NA24,126,127,5.87464319123E11,5327422.291,29.51702698543212,31.044103381347263,32.65018326144232,34.33935488047278,36.115916851551376,7885
00000000000000001ecd,NA24,126,127,5.87464319123E11,5327422.291,81.67985206225977,85.90559557,90.34996035,95.02425423258057,99.94037720641779,7886
00000000000000001ece,NA24,126,127,5.87464319123E11,5327422.291,17.751617162398603,18.584998506085157,19.45790738716898,20.372237493757723,21.32997337989239,7887
00000000000000001ecf,NA24,126,127,5.87464319123E11,5327422.291,23.37613952082543,24.362796954261853,25.391098599081477,26.462803111157026,27.579741708468944,7888
00000000000000001ed0,NA24,126,127,5.87464319123E11,5327422.291,19.00949045299983,19.81184072,20.648056265202378,21.51956684619428,22.427861879265496,7889
00000000000000001ed1,NA24,126,127,5.87464319123E11,5327422.291,24.655900423018583,25.696573794731023,26.781171653206634,27.911547899276595,29.08963480966534,7890
00000000000000001ed2,NA24,126,127,5.87464319123E11,5327422.291,58.43918881342851,60.90578272539114,63.47648592862326,66.15569485692663,68.94798504451606,7891
00000000000000001ed3,NA24,126,127,5.87464319123E11,5327422.291,34.84323282321983,36.31389142716352,37.846624412223264,39.44404958986349,41.10889880516307,7892
00000000000000001ed4,NA24,126,127,5.87464319123E11,5327422.291,15.58860000417771,16.24656181381591,16.932294800592985,17.64697076,18.39181194,7893
00000000000000001ed5,NA24,126,127,5.87464319123E11,5327422.291,21.104343227945314,21.995112875069786,22.92347940481392,23.89103089423696,24.899420440212175,7894
00000000000000001ed6,NA24,126,127,5.87464319123E11,5327422.291,11.378231671607455,11.858482555208097,12.35900391223598,12.880651145717781,13.424316087872485,7895
00000000000000001ed7,NA24,126,127,5.87464319123E11,5327422.291,15.964415355827692,17.397660700830475,18.993054450340434,20.771046204056038,22.754773038620403,7896
00000000000000001ed8,NA24,126,127,5.87464319123E11,5327422.291,6.897850300062843,7.821171849871148,8.868086218940212,10.055136642096496,11.401081682785108,7897
00000000000000001ed9,NA24,126,127,5.87464319123E11,5327422.291,12.682270764848816,14.379874393380005,16.30471326184604,18.487203993128258,20.961835525408667,7898
00000000000000001eda,NA24,126,127,5.87464319123E11,5327422.291,13.854288418500461,15.70877414722324,17.811494570717656,20.195678203056417,22.89899972825009,7899
00000000000000001edb,NA24,126,127,5.87464319123E11,5327422.291,7.909174639,8.955631507190075,10.141128874632514,11.484190516453937,13.005812896981245,7900
00000000000000001edc,NA24,126,127,5.87464319123E11,5327422.291,9.271552941032592,10.303796507608999,11.456558903053308,12.744479603527063,14.184031866717763,7901
00000000000000001edd,NA24,126,127,5.87464319123E11,5327422.291,34.02851103714925,36.91620714087184,40.04948623676196,43.449305338107486,47.13841683,7902
00000000000000001ede,NA24,126,127,5.87464319123E11,5327422.291,103.06147890512985,111.77462239460652,121.22440396199313,131.47309820038708,142.58825066265686,7903
00000000000000001edf,NA24,126,127,5.87464319123E11,5327422.291,29.385292790639188,31.869618069467442,34.56397646,37.48612444,40.65531958,7904
00000000000000001ee0,NA24,126,127,5.87464319123E11,5327422.291,11.880876599389417,12.885323667854596,13.974689760429461,15.156153899739817,16.437503268480974,7905
00000000000000001ee1,NA24,126,127,5.87464319123E11,5327422.291,19.537794911560507,21.23933575507149,23.090836620418955,25.10572375447576,27.29865274248167,7906
00000000000000001ee2,NA24,126,127,5.87464319123E11,5327422.291,12.60600454287936,14.151035725849958,15.885506320495322,17.832650500009173,20.018552131547025,7907
00000000000000001ee3,NA24,126,127,5.87464319123E11,5327422.291,12.713980605764256,14.274253647875659,16.02600514610923,17.992733525113938,20.200820195638414,7908
00000000000000001ee4,NA24,126,127,5.87464319123E11,5327422.291,36.21543685352832,40.65983344651583,45.64965096209995,51.251824115693815,57.54150124,7909
00000000000000001ee5,NA24,126,127,5.87464319123E11,5327422.291,75.294047,84.53421110387781,94.90833811,106.55558866674603,119.63220253438483,7910
00000000000000001ee6,NA24,126,127,5.87464319123E11,5327422.291,39.64870480270847,44.51443604726442,49.97729416721016,56.11056049835022,62.99650674596846,7911
00000000000000001ee7,NA24,126,127,5.87464319123E11,5327422.291,4.186262492159035,4.3852902014489725,4.593780334939568,4.812182627,5.040968496377427,7912
00000000000000001ee8,NA24,126,127,5.87464319123E11,5327422.291,4.306420321354937,4.511160672659463,4.725635016512529,4.950306148940369,5.185658834970611,7913
00000000000000001ee9,NA24,126,127,5.87464319123E11,5327422.291,10.32360108036267,10.812968351965582,11.325544478728936,11.862430287135876,12.424779107987218,7914
00000000000000001eea,NA24,126,127,5.87464319123E11,5327422.291,1.8420894346702947,1.921306724440652,2.0039586453039053,2.090195314844791,2.180173531076291,7915
00000000000000001eeb,NA24,126,127,5.87464319123E11,5327422.291,25.529246208053834,26.54170960481326,27.594326089268005,28.68868862837083,29.82645240122772,7916
00000000000000001eec,NA24,126,127,5.87464319123E11,5327422.291,23.15317273426333,24.071403468027473,25.02605050383966,26.018557503305114,27.05042653253217,7917
00000000000000001eed,NA24,126,127,5.87464319123E11,5327422.291,17.30468646291078,17.996723562873978,18.716522185952616,19.465201350153958,20.243924214264275,7918
00000000000000001eee,NA24,126,127,5.87464319123E11,5327422.291,6.428213743667688,6.780675621208288,7.152480284880972,7.544690152955642,7.958425772450063,7919
00000000000000001eef,NA24,126,127,5.87464319123E11,5327422.291,8.024306314492563,8.465701796821918,8.93137719,9.422668441,9.940984098682787,7920
00000000000000001ef0,NA24,126,127,5.87464319123E11,5327422.291,9.051922902485556,9.549845013,10.075156215012685,10.629363615073808,11.214056290566704,7921
00000000000000001ef1,NA24,126,127,5.87464319123E11,5327422.291,15.770752938270086,16.638259911076187,17.55348576,18.519055980926783,19.537739889805227,7922
00000000000000001ef2,NA24,126,127,5.87464319123E11,5327422.291,7.811991088503998,8.241707658146709,8.695061918998551,9.173353836,9.677955522747043,7923
00000000000000001ef3,NA24,126,127,5.87464319123E11,5327422.291,1.1739729711187785,1.2379218085547636,1.305372161158234,1.3765162388398313,1.4515567776241778,7924
00000000000000001ef4,NA24,126,127,5.87464319123E11,5327422.291,0.3509211695289201,0.36765009459307263,0.3852331304604217,0.4037155651720566,0.4231451327629924,7925
00000000000000001ef5,NA24,126,127,5.87464319123E11,5327422.291,0.29307073633470687,0.30548735860734005,0.3184918632587878,0.33211415758172896,0.3463857061781497,7926
00000000000000001ef6,NA24,126,127,5.87464319123E11,5327422.291,0.23681210833178148,0.24290989740453564,0.24916560049503017,0.25558335588203207,0.2621674292359117,7927
00000000000000001ef7,NA24,126,127,5.87464319123E11,5327422.291,2.5679842634143033,2.632905866945449,2.6994688703427014,2.7677147044184642,2.837685729162903,7928
00000000000000001ef8,NA24,126,127,5.87464319123E11,5327422.291,2.981701196550561,3.0565520504896546,3.133289352878805,3.211960687034951,3.2926148876074843,7929
00000000000000001ef9,NA24,126,127,5.87464319123E11,5327422.291,1.081091287067034,1.108184519816925,1.1359600216119452,1.164435052620359,1.1936272756721977,7930
00000000000000001efa,NA24,126,127,5.87464319123E11,5327422.291,33.90900644812249,34.766180200382635,35.64502197232702,36.546079759321614,37.46991536601602,7931
00000000000000001efb,NA24,126,127,5.87464319123E11,5327422.291,74.69623490117837,76.58445423365933,78.52040694055037,80.50529541090867,82.54036138,7932
00000000000000001efc,NA24,126,127,5.87464319123E11,5327422.291,110.60267483479399,113.39856106463547,116.2651249166383,119.20414987805822,122.21746598211627,7933
00000000000000001efd,NA24,126,127,5.87464319123E11,5327422.291,43.10902839408325,44.268485832745036,45.461706092991754,46.68982656466096,47.95403336,7934
00000000000000001efe,NA24,126,127,5.87464319123E11,5327422.291,40.44490746175553,42.51068130927902,44.695311421959616,47.00605661236362,49.450633336464556,7935
00000000000000001eff,NA24,126,127,5.87464319123E11,5327422.291,60.92411810594051,64.62911341668142,68.56425647503936,72.74402407258145,77.18380390198126,7936
00000000000000001f00,NA24,126,127,5.87464319123E11,5327422.291,122.9210187927914,130.7291319191697,139.03446084140285,147.86871655846414,157.26562999593105,7937
00000000000000001f01,NA24,126,127,5.87464319123E11,5327422.291,54.759378191882654,58.23377101849443,61.92927231318616,65.85997737076983,70.04087975,7938
00000000000000001f02,NA24,126,127,5.87464319123E11,5327422.291,49.55893585685838,52.65386275661063,55.943054489556644,59.43875619687267,63.153982880597304,7939
00000000000000001f03,NA24,126,127,5.87464319123E11,5327422.291,51.78446912506089,54.57352657073181,57.51570146926018,60.61956909401456,63.89419401795998,7940
00000000000000001f04,NA24,126,127,5.87464319123E11,5327422.291,12.677580302091025,13.471333464992195,14.317385247934933,15.219336410494233,16.181045375342077,7941
00000000000000001f05,NA24,126,127,5.87464319123E11,5327422.291,38.30561557991144,41.260075380825995,44.442415421559176,47.87021398375327,51.562400500663635,7942
00000000000000001f06,NA24,126,127,5.87464319123E11,5327422.291,115.9910639648998,124.93801164699535,134.5750774567952,144.95550205503162,156.1366141397651,7943
00000000000000001f07,NA24,126,127,5.87464319123E11,5327422.291,194.6274187,209.63997116286873,225.8105062,243.22835268155129,261.98972333982215,7944
00000000000000001f08,NA24,126,127,5.87464319123E11,5327422.291,35.73018096719193,38.48622065951467,41.45484760005464,44.65245880868271,48.09671745174809,7945
00000000000000001f09,NA24,126,127,5.87464319123E11,5327422.291,30.631034394809106,32.99375312,35.53871959351335,38.27999164453644,41.23271092301921,7946
00000000000000001f0a,NA24,126,127,5.87464319123E11,5327422.291,62.146117334549444,66.93974536,72.1031287,77.66478879545959,83.65544720901427,7947
00000000000000001f0b,NA24,126,127,5.87464319123E11,5327422.291,38.58346437899179,41.071241522402914,43.73541165377891,46.58908786126989,49.646377549618876,7948
00000000000000001f0c,NA24,126,127,5.87464319123E11,5327422.291,22.507506284406105,23.20581951364545,23.92579842162691,24.66811568280099,25.433463383022545,7949
00000000000000001f0d,NA24,126,127,5.87464319123E11,5327422.291,18.50846595,19.082705928774452,19.67476206867584,20.28518749730636,20.914551499557348,7950
00000000000000001f0e,NA24,126,127,5.87464319123E11,5327422.291,16.707819115119644,17.229342060390913,17.767191191383557,18.321878676535203,18.893934066929397,7951
00000000000000001f0f,NA24,126,127,5.87464319123E11,5327422.291,17.916803676749662,18.63477902329691,19.382485090335198,20.161186987649977,20.972205842795727,7952
00000000000000001f10,NA24,126,127,5.87464319123E11,5327422.291,22.318594041380216,23.343578008602663,24.41565769310158,25.536997233768098,26.709859971629005,7953
00000000000000001f11,NA24,126,127,5.87464319123E11,5327422.291,22.624053209616466,23.66459956891536,24.753003667448308,25.891466890433335,27.08229114646898,7954
00000000000000001f12,NA24,126,127,5.87464319123E11,5327422.291,49.682148794857056,51.96717598302855,54.357297621924296,56.85734874300251,59.47238509879878,7955
00000000000000001f13,NA24,126,127,5.87464319123E11,5327422.291,20.097353242466898,21.021686320153393,21.98853139849558,22.999844992376556,24.057671338059517,7956
00000000000000001f14,NA24,126,127,5.87464319123E11,5327422.291,4.8965658632349776,5.1151412716075155,5.343577645561253,5.582322893463212,5.831845508,7957
00000000000000001f15,NA24,126,127,5.87464319123E11,5327422.291,2.2058100283243998,2.2784877981410956,2.353675163098567,2.431463487511391,2.511947554385365,7958
00000000000000001f16,NA24,126,127,5.87464319123E11,5327422.291,5.372727331417145,5.527399811666124,5.686534209426666,5.850259637439811,6.018708607830175,7959
00000000000000001f17,NA24,126,127,5.87464319123E11,5327422.291,12.093039848151111,12.31832628,12.547870169963035,12.781753921575245,13.020061288362639,7960
00000000000000001f18,NA24,126,127,5.87464319123E11,5327422.291,10.17148034571393,10.35740390557416,10.546764512262666,10.739626296752004,10.93605503701221,7961
00000000000000001f19,NA24,126,127,5.87464319123E11,5327422.291,8.461171635420321,8.519635024097955,8.579056916118953,8.639456478311205,8.700853116344485,7962
00000000000000001f1a,NA24,126,127,5.87464319123E11,5327422.291,11.01736533517985,11.035962266864008,11.05459040891137,11.073249980712923,11.091941295045823,7963
00000000000000001f1b,NA24,126,127,5.87464319123E11,5327422.291,15.670070703008479,15.69652104371703,15.723016047628809,15.74955563369963,15.77614015614276,7964
00000000000000001f1c,NA24,126,127,5.87464319123E11,5327422.291,28.18883238769306,28.23641435961753,28.28407571025646,28.33181826491417,28.37964070652542,7965
00000000000000001f1d,NA24,126,127,5.87464319123E11,5327422.291,20.89112906086222,20.926392309930325,20.96171506926667,20.99709730491503,21.032539630383333,7966
00000000000000001f1e,NA24,126,127,5.87464319123E11,5327422.291,23.263667611081164,23.244337188020697,23.225176031334808,23.206184374517157,23.187360784095315,7967
00000000000000001f1f,NA24,126,127,5.87464319123E11,5327422.291,38.767132216538535,38.633611740986765,38.50055316072823,38.36795350446346,38.23581014647446,7968
00000000000000001f20,NA24,126,127,5.87464319123E11,5327422.291,30.61320112882978,30.507719723127387,30.402604493321405,30.297852639877217,30.193463742543877,7969
00000000000000001f21,NA24,126,127,5.87464319123E11,5327422.291,94.40587466,95.50196715725627,96.62089237341343,97.76306531164717,98.92891688894154,7970
00000000000000001f22,NA24,126,127,5.87464319123E11,5327422.291,18.401316002519653,18.738898113976568,19.08301157810753,19.43378323697182,19.791343888910646,7971
00000000000000001f23,NA24,126,127,5.87464319123E11,5327422.291,5.676823185339863,5.786448005,5.8989505919385135,6.0144194886740365,6.1329458630757765,7972
00000000000000001f24,NA24,126,127,5.87464319123E11,5327422.291,0.9662357638221828,0.9756664831408536,0.9851892248512366,0.9948049118752155,1.0045144683817016,7973
00000000000000001f25,NA24,126,127,5.87464319123E11,5327422.291,0.30348692344514144,0.3065028576357126,0.3095501355470917,0.31262914529345603,0.3157402452605185,7974
00000000000000001f26,NA24,126,127,5.87464319123E11,5327422.291,1.3848034734522854,1.404767928,1.4251565180041226,1.4459815780198255,1.4672557600489968,7975
00000000000000001f27,NA24,126,127,5.87464319123E11,5327422.291,8.113539768806676,8.399287164358753,8.695168476013375,9.001543325142666,9.318784881278717,7976
00000000000000001f28,NA24,126,127,5.87464319123E11,5327422.291,49.180184976055116,50.92891886851892,52.73983381024199,54.61514045024437,56.55712792582585,7977
00000000000000001f29,NA24,126,127,5.87464319123E11,5327422.291,146.9087847835311,152.13252129449427,157.54200327133103,163.14383305241904,168.94485027664777,7978
00000000000000001f2a,NA24,126,127,5.87464319123E11,5327422.291,261.15274369244645,270.4387320278865,280.05490878027695,290.01301299593763,300.3252061805144,7979
00000000000000001f2b,NA24,126,127,5.87464319123E11,5327422.291,150.64660063017502,156.0032466339805,161.55035842630156,167.29471604283552,173.2433288658473,7980
00000000000000001f2c,NA24,126,127,5.87464319123E11,5327422.291,82.24935613928899,85.17395201244051,88.20254154713946,91.33881938970654,94.58661662982757,7981
00000000000000001f2d,NA24,126,127,5.87464319123E11,5327422.291,56.75430338420567,58.77733974880644,60.87257193,63.04258218601773,65.29004470825197,7982
00000000000000001f2e,NA24,126,127,5.87464319123E11,5327422.291,110.05120533328588,115.77700487021797,121.80194983709427,128.14171390521335,134.81279211789084,7983
00000000000000001f2f,NA24,126,127,5.87464319123E11,5327422.291,44.22735822135666,46.55871609,49.012965439629646,51.596586344188495,54.31639799495732,7984
00000000000000001f30,NA24,126,127,5.87464319123E11,5327422.291,83.88039038906614,88.27941655483026,92.90934349595744,97.78229593467812,102.91104330151985,7985
00000000000000001f31,NA24,126,127,5.87464319123E11,5327422.291,20.90036129,21.975944920634653,23.107083822940236,24.296655873803147,25.547688961634403,7986
00000000000000001f32,NA24,126,127,5.87464319123E11,5327422.291,43.961166320808516,46.76853908,49.79261759479012,53.05446320841795,56.57759860422842,7987
00000000000000001f33,NA24,126,127,5.87464319123E11,5327422.291,41.603426229605375,47.34615320753416,53.889387099594444,61.34513377222353,69.84108972706967,7988
00000000000000001f34,NA24,126,127,5.87464319123E11,5327422.291,88.24596610473354,100.62115096852037,114.7317702291336,130.82119584353143,149.16692645315624,7989
00000000000000001f35,NA24,126,127,5.87464319123E11,5327422.291,196.7831523174376,224.3790655569707,255.8448913560654,291.7233345151887,332.6331974293092,7990
00000000000000001f36,NA24,126,127,5.87464319123E11,5327422.291,335.2144246798496,382.22325070319505,435.8243779,496.94226904895373,566.6310308454725,7991
00000000000000001f37,NA24,126,127,5.87464319123E11,5327422.291,122.9521575515728,140.19437163763763,159.85454674245747,182.27177065888077,207.83267425406237,7992
00000000000000001f38,NA24,126,127,5.87464319123E11,5327422.291,30.68978781851606,34.89575820060061,39.688573714284146,45.15043901421669,51.37508679066407,7993
00000000000000001f39,NA24,126,127,5.87464319123E11,5327422.291,24.98471874825895,25.763312844679817,26.56807246605757,27.400137548829672,28.260731687143366,7994
00000000000000001f3a,NA24,126,127,5.87464319123E11,5327422.291,20.230680441265264,20.84700287,21.482101585451236,22.13654790912855,22.810931925461386,7995
00000000000000001f3b,NA24,126,127,5.87464319123E11,5327422.291,38.66022120114582,39.83799426568659,41.05164842650421,42.30227569775877,43.59100383598125,7996
00000000000000001f3c,NA24,126,127,5.87464319123E11,5327422.291,39.54930559842622,40.75423890513712,41.99588725810347,43.27536853342495,44.59383694433946,7997
00000000000000001f3d,NA24,126,127,5.87464319123E11,5327422.291,61.56078940552708,63.471357484572714,65.44306349239325,67.47802052831105,69.57842971887793,7998
00000000000000001f3e,NA24,126,127,5.87464319123E11,5327422.291,45.35340217595668,47.31151346030096,49.35925771673481,51.50092875739202,53.741036235982996,7999
00000000000000001f3f,NA24,126,127,5.87464319123E11,5327422.291,48.84609132165662,51.278702396850704,53.83428815719784,56.519124019959676,59.339804808642214,8000
00000000000000001f40,NA24,126,127,5.87464319123E11,5327422.291,38.078474073099315,39.9032585,41.818025326626106,43.82729550203067,45.93581822350324,8001
00000000000000001f41,NA24,126,127,5.87464319123E11,5327422.291,84.58368594126568,88.95966036942683,93.56202663462857,98.40249977669593,103.49339679977508,8002
00000000000000001f42,NA24,126,127,5.87464319123E11,5327422.291,42.63185865868742,44.837436833555195,47.15712093087242,49.59681611572035,52.16272809299751,8003
00000000000000001f43,NA24,126,127,5.87464319123E11,5327422.291,17.823683723185823,18.745799896918385,19.715622138758764,20.73561823,21.80838479066793,8004
00000000000000001f44,NA24,126,127,5.87464319123E11,5327422.291,38.63776400970173,40.63670556351355,42.739063768239966,44.95018800633758,47.27570582740981,8005
00000000000000001f45,NA24,126,127,5.87464319123E11,5327422.291,21.016144906958854,21.972909914264232,22.973665447574838,24.020454097218796,25.115415467075422,8006
00000000000000001f46,NA24,126,127,5.87464319123E11,5327422.291,17.206725075971715,17.932984102383294,18.689897390778224,19.47875824954603,20.300914883022326,8007
00000000000000001f47,NA24,126,127,5.87464319123E11,5327422.291,37.533415292531345,39.11762099158632,40.768692306333094,42.48945246857057,44.28284199892966,8008
